message_id,thread_id,text,proposed_intent,llm_intent,llm_confidence,true_intent,escalate_yn,escalate_reason,labelled_by,human_verified
GS_0075,1310281,"What the Hell @115821, close my account and then ask me to fax you proof. Here in Africa FAX has been sent to the history pages @AmazonHelp",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.9,ACCOUNT_ACCESS,False,Customer is expressing extreme frustration and difficulty with account closure procedures involving outdated technology.,human_review_v1,True
GS_0076,2518058,".@116090 Great surprise to see you've made Prime Music available to Canadians.... but it keeps making me log in and then tells me my session has expired... what's the deal? 

Cc: @AmazonHelp https://t.co/sfbFMiGS3g",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,False,,human_review_v1,True
GS_0077,2439613,"@AmazonHelp The problem is my card was charged, but nothing was ordered on my account.",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.9,ACCOUNT_ACCESS,True,[human_review_v1:rule:fraud] Potential unauthorized account activity or fraudulent charge,human_review_v1,True
GS_0078,530735,"@AmazonHelp I aready said i dont have access. 
Why would I post here if it was so easy",ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,True,[human_review_v1:rule:repeat_contact] Customer is expressing frustration regarding a persistent access issue that they claim to have already reported.,human_review_v1,True
GS_0079,592192,"@AmazonHelp Hi, the Cloud Cams are working great. How do I go about sharing access to my wife's phone as well?",ACCOUNT_ACCESS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0080,1496663,@AmazonHelp is this legit? (can never tell if it’s just some random account emailing u) https://t.co/OC0icspDLl,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.85,ACCOUNT_ACCESS,True,[human_review_v1:rule:fraud] Potential phishing/security concern regarding communication legitimacy,human_review_v1,True
GS_0081,2338170,@AmazonHelp i need to fax some info fro my account to be unlocked but i can't due to me not having a fax and can't find the req'ed stuff,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,False,Customer is unable to access account and is struggling with a complex verification process requiring non-standard documentation.,human_review_v1,True
GS_0082,331569,@AmazonHelp I can't sign in because my account has been locked... That's what I'm trying to solve,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,False,,human_review_v1,True
GS_0083,2142134,@AmazonHelp yes. Though I uploaded through the website. But I cannot upload the other while my account is in review. Please I need the order soon,ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,False,"Account is under review, preventing the user from completing a time-sensitive order process.",human_review_v1,True
GS_0084,1573511,@AmazonHelp The order that you cancelled was a gift that now will not make it. Stop focusing on the account. Start focusing on the customer,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,"Customer is expressing high frustration and dissatisfaction with service, requiring human intervention to de-escalate.",human_review_v1,True
GS_0085,2399572,"Soo upset with 😔🙁🙁
@115850 
My Amazon account is blocked
I can't shop with because of that",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,False,,human_review_v1,True
GS_0086,757814,@AmazonHelp Password is in correct,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,False,,human_review_v1,True
GS_0087,272647,@AmazonHelp one more thing please provide 'Amazon pay balance' transfer  to Bank account so we could add more balance without any hesitation. Thanks 😇,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.85,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0088,581162,BITCH LET ME SIGN IN!!!!!! @AmazonHelp,ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,False,Customer is using abusive language and expressing extreme frustration.,human_review_v1,True
GS_0089,303501,@AmazonHelp seller central account remains suspended. No one can answer why? Can you help?,ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,True,[human_review_v1:rule:repeat_contact] Account suspension issues often require human intervention and verification.,human_review_v1,True
GS_0090,2470135,"So my @115830 account has bn hacked, but no reassurances from them about my bank dets, etc. Can't get past Cust Servs to talk to anyone about security. Shocking #feelingvulnerable",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,True,[human_review_v1:rule:fraud] Report of a hacked account and potential compromise of financial information.,human_review_v1,True
GS_0091,428269,@AmazonHelp I have never received that request. What do I need to do? I have things I need to order. Will I have to get a new account?,ACCOUNT_ACCESS,ACCOUNT_ACCESS,0.95,ACCOUNT_ACCESS,False,"Customer is expressing confusion regarding account status and potential need for a new account, which requires human verification to prevent unnecessary account creation.",human_review_v1,True
GS_0092,2012017,"@115821 I can't log in to my affiliate account. I get a error message, since 12 hours ago.",ACCOUNT_ACCESS,ACCOUNT_ACCESS,1.0,ACCOUNT_ACCESS,False,,human_review_v1,True
GS_0093,80545,@AmazonHelp I am still waiting for help. How come my balance deducted and it's not there in Amazon Pay Balance Account Statement? It's simple cheat from Amazon India.,ACCOUNT_ACCESS,ORDER_STATUS,0.85,ACCOUNT_ACCESS,True,"[human_review_v1:rule:fraud] Customer is alleging fraud/cheating, which requires human intervention to de-escalate.",human_review_v1,True
GS_0094,2752072,@AmazonHelp it looks like my Alexa account is in US. How do i get that moved to India? I need to use @4694 with Alexa.,ACCOUNT_ACCESS,DEVICE_TECH_SUPPORT,0.95,DEVICE_TECH_SUPPORT,False,,human_review_v1,True
GS_0095,1672845,@AmazonHelp @AmazonHelp can I transfer Amazon pay balance to another Amazon pay account ?,ACCOUNT_ACCESS,GENERAL_COMPLAINT,0.85,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0096,349918,@AmazonHelp So you don’t get any additional free books on audible if you’re a Prime member? Sure I read it somewhere...,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.95,PRIME_SUBSCRIPTION,False,,human_review_v1,True
GS_0097,2858244,"@115830 ...you've cancelled my order, and the item is out of stock. I'm on my third call to you today, and on hold for a ""supervisor""...",PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,True,[human_review_v1:rule:repeat_contact] Customer is expressing extreme frustration after multiple failed contact attempts and is currently waiting for a supervisor.,human_review_v1,True
GS_0098,2910370,@AmazonHelp Claro q meu Kekkai Sensen será o primeiríssimo,PRIME_SUBSCRIPTION,GENERAL_COMPLAINT,0.8,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0099,2493708,"@115821 you guaranteed my prime delivery would arrive next day, I ordered it Monday afternoon, you guaranteed it would arrive today, it didn't, how much compensation are you going to give me?",PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,Customer is demanding financial compensation for a missed delivery guarantee.,human_review_v1,True
GS_0100,2318346,"@672061 @115850 Seems Amazon again has delivery issue on Echo Dot. Extremely poor service. Google home is a better bet. Made approx 10 plus calls, multiple tweets and twice order cancelled by Amazon.",PRIME_SUBSCRIPTION,DEVICE_TECH_SUPPORT,0.85,ORDER_STATUS,True,"[human_review_v1:rule:repeat_contact] Customer reports repeated failed attempts to resolve an issue after multiple contacts, indicating a complex edge case.",human_review_v1,True
GS_0101,1345610,@AmazonHelp Ça va changer quoi ? Ça ne sert jamais à rien... À quoi me sert d'être prime dans ces conditions ??,PRIME_SUBSCRIPTION,GENERAL_COMPLAINT,0.95,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0102,167948,"What's the point of @115821 prime, if it never actually gets here in 2 days 🤦🏽‍♀️ #IfItsNotOneThingItsAnother",PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0103,93548,"@AmazonHelp I have, and I was usually just offered an extra month of prime for free. I was also told conflicting information about the 2 day shipping policy a few times.",PRIME_SUBSCRIPTION,GENERAL_COMPLAINT,0.9,GENERAL_COMPLAINT,False,,human_review_v1,True
GS_0104,479319,@AmazonHelp Hola de nuevo. No me habéis respondido la primera vez que os escribí. Me ha llegado una notificación de que habéis entregado el paquete pero no ha sido a mí. ¿Podéis decirme a quién se lo habéis entregado? Gracias.,PRIME_SUBSCRIPTION,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0105,2192357,"@115821 
I pay for Prime and get deliveries like this? Can I borrow some of your bubble wrap for my doorstep? https://t.co/nslCHDLzy9",PRIME_SUBSCRIPTION,DELIVERY_DAMAGE,0.95,DELIVERY_DAMAGE,False,,human_review_v1,True
GS_0106,2956064,@115830 Since signing up for PRIME 4 out of 4 deliveries have been late... I even had to go find the delivery driver for one of them... #whatsgoingon #onedaydelivery?,PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0107,399905,@115850 your service is very bakwas Because maine ek order kiya tha jo book ho gya .Aur kuch samaya baad order apne aap cancel ho gya why,PRIME_SUBSCRIPTION,ORDER_STATUS,0.95,ORDER_STATUS,False,,human_review_v1,True
GS_0108,1008916,@AmazonHelp I received an item that was apparently a gift from Amazon. How did this happen? Do I get charged?,PRIME_SUBSCRIPTION,PRIME_SUBSCRIPTION,0.85,ACCOUNT_ACCESS,False,,human_review_v1,True
