message_id,true_intent,text,agent_reply,template_reply
GS_0059,RETURN_REFUND,"@AmazonHelp We have returned product on 26th July and still haven't received money back in my account. UTR No: __credit_card__, when we contacted bank they say they didn't receive any amount. PFA. https://t.co/3emfcW5Xdn","I am truly sorry for the delay in receiving your refund and understand how frustrating this is. Please do not share any personal or financial details here. To help us look into this for you, please send us a DM with your order ID so we can investigate further. ^AB",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0088,ACCOUNT_ACCESS,BITCH LET ME SIGN IN!!!!!! @AmazonHelp,I am very sorry to hear you are having trouble accessing your account. I understand how frustrating that is. Please send us a DM so we can look into this for you and get you back into your account as quickly as possible. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0030,ORDER_STATUS,@AmazonHelp Just that an operating change is causing delays. And the other package has been loaded on a truck for last few hours.,I am very sorry for the frustration caused by these delivery delays. I would like to look into the status of these packages for you. Please send us a DM with your order details so we can investigate this further. ^AK,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0194,PRIME_SUBSCRIPTION,"@115830 Amazon prime: horrible customer service for a very misleading marketing: pretending free trial and then been told it's not a free trial, APPALING",I am truly sorry to hear about your frustration regarding the Prime trial experience. We want to look into this for you right away. Please send us a DM so we can gather more details and assist you further with your account. ^KM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0190,GENERAL_COMPLAINT,@AmazonHelp This was my worst experience....I need a response and confirmation today itself,I am very sorry to hear about your experience and understand your frustration. We would like to look into this for you right away. Please send us a DM with your order details so we can investigate what happened and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0192,DEVICE_TECH_SUPPORT,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.,I’m sorry to hear you’re disappointed with the voice experience and skill availability on your device. We’re always working to improve Alexa’s language capabilities. Please send us a DM so we can gather more details and share your feedback with our technical team. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0128,DELIVERY_DAMAGE,"@115830 What’s happening to your delivery service,my last two orders have been left on the doorstep in plain sight and today I received one of your new style missed delivery notifications! https://t.co/D3TCpTj1XX",I am very sorry to hear about the issues with your recent deliveries and the frustration caused by the missed notification. We would like to look into this for you. Please send us a DM with your order details so we can investigate this further. ^AS,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0111,PRIME_SUBSCRIPTION,"@115850 I'm a prime user bt still being charged 4 transportation of d product (order ""406-9983915-0345141"")..Please refund the same...",I am sorry to hear about the unexpected shipping charges on your Prime order. I would like to look into this for you. Please send us a DM with your order number so we can investigate the charges and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0157,RETURN_REFUND,"@AmazonHelp @115821 @115787 @15913 Okay so the console itself seems to be fine. However, the damaged box. Any chance of a replacement? Just the Scorpio Edition Box only? I would even happily return the damaged one. If Not, then what?","I am very sorry to hear your Scorpio Edition box arrived damaged; I understand how disappointing that is for a collector's item. While we cannot send replacement packaging separately, please send us a DM so we can look into your return and resolution options. ^AM",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0162,DELIVERY_DAMAGE,"Hey @115821, you’re shipping my order to the wrong address. Not sure if someone will be there when you try to deliver (again). How do we fix this?",I am very sorry to hear about the trouble with your delivery address and the concern regarding your package. We want to make sure this is corrected for you. Please send us a DM with your order number so we can look into this and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0032,ORDER_STATUS,Why does @116090  even bother offering two day shipping when they send it regular mail via @132668 .  It never arrives in that time frame.,I am very sorry to hear that your delivery hasn't met your expectations. We want to ensure your orders arrive on time. Please send us a DM with your order number so we can look into the status of your shipment and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0246,ACCOUNT_ACCESS,@AmazonHelp I brought something on amazon on the 6th September and I have been charged twice since and been sent the same product twice,I am very sorry to hear that you were charged twice and received duplicate items. This is certainly not the experience we want for you. Please send us a DM with your order details so we can investigate these charges and help resolve this right away. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0077,ACCOUNT_ACCESS,"@AmazonHelp The problem is my card was charged, but nothing was ordered on my account.","I am very sorry to hear about this unexpected charge. I understand how concerning it is to see a transaction you don't recognize. To help us look into this securely, please send us a DM so we can investigate this further with you. ^AM",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0093,ACCOUNT_ACCESS,@AmazonHelp I am still waiting for help. How come my balance deducted and it's not there in Amazon Pay Balance Account Statement? It's simple cheat from Amazon India.,I am very sorry to hear about the frustration regarding your balance deduction. I understand how concerning this is and would like to investigate this for you immediately. Please send us a DM with your registered email address so we can look into this further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0147,ACCOUNT_ACCESS,@AmazonHelp Yes . And i resived amazon alert . That my acc is broken but it was me!!,I am sorry to hear about the frustration caused by your account being locked. We want to help you regain access. Please send us a DM with the email address associated with your account so we can look into this further and assist you with the next steps. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0091,ACCOUNT_ACCESS,@AmazonHelp I have never received that request. What do I need to do? I have things I need to order. Will I have to get a new account?,I am sorry to hear you are having trouble accessing your account; I understand how frustrating that is when you need to place an order. You do not necessarily need a new account. Please send us a DM so we can look into this for you and provide the next steps. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0047,DELIVERY_DAMAGE,@AmazonHelp Yes my order was split into multiple packages and so far two deliveries have been returned indicating customer refused,I am very sorry to hear that your packages were marked as refused when you did not request this. I understand how frustrating it is to have your order split and returned unexpectedly. Please send us a DM so we can investigate the status of these shipments for you. ^AB,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0195,DELIVERY_DAMAGE,"@AmazonHelp @117093 Bread is squashed, bananas with ripe dark marks all over. Never again",I am very sorry to hear your groceries arrived in such poor condition; that is certainly not the experience we want for you. Please send us a DM with your order details so we can look into this and make it right. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0061,DELIVERY_DAMAGE,"@AmazonHelp It's still in its plastic, but the disc is loose and there is rattling parts, it has been squashed or broken during transit or packing. I didn't click return on the website because it will cost me more than the original item and postage combined to return the broken DVD.",I am very sorry to hear your DVD arrived damaged; I understand how frustrating it is to receive a broken item. Please do not worry about return costs. Send us a DM with your order number so we can look into this and find a solution for you. ^AB,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0207,DELIVERY_DAMAGE,@115850 One fladuent activity happen in my card from amazon at name of prime membership with transaction of 6850 rs,I am very sorry to hear about this unexpected charge on your card. We definitely want to look into this for you right away. Please send us a DM so we can securely review your account details and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0169,DELIVERY_DAMAGE,"@115850 dear amazon been your trusted customer since long.this time u had sent me damaged product.please do replace asap.Order Id: 405-0084914-5840338 
Now I had to think twice to order in amazon!! Thank you https://t.co/FdNj9aGsQu",I am very sorry to hear your order arrived damaged; I understand how disappointing this is. We would like to look into this for you right away. Please send us a DM with your order number so we can review the available replacement options. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0245,DEVICE_TECH_SUPPORT,PrimeNow search broken? Haven’t been able to use it for past hour. Seems to be timing out after several seconds. @AmazonHelp,I’m sorry to hear you’re having trouble with the search feature on Prime Now. I know how frustrating it is when things aren't working as expected. Please send us a DM with the device you are using and your location so we can look into this further for you. ^AS,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0209,DEVICE_TECH_SUPPORT,@AmazonHelp The issue I’m having is with smart home devices,I am sorry to hear you are having trouble with your smart home devices. We would like to look into this and help get things working for you. Please send us a DM with the details of the issue so we can assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0229,DEVICE_TECH_SUPPORT,Has anyone used their Amazon fire stick abroad? #amazon @116618,"I'm sorry to hear you're having trouble using your Fire Stick while traveling. Content availability can vary by region due to licensing agreements. To look into this further for you, please send us a DM so we can assist you privately. ^AM",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0094,DEVICE_TECH_SUPPORT,@AmazonHelp it looks like my Alexa account is in US. How do i get that moved to India? I need to use @4694 with Alexa.,I’m sorry to hear you’re having trouble updating your Alexa account region. I would be happy to help you look into this. Please send us a DM so we can gather more details and guide you through the necessary steps to update your account settings. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0233,DEVICE_TECH_SUPPORT,"Die @116316 App zeigt mir neuerdings immer ""Bestellung zugestellt"" an, wenn diese erst versendet wird. Etwas verwirrend","Das ist verständlich frustrierend, wenn die Statusanzeige nicht mit dem tatsächlichen Versand übereinstimmt. Wir möchten uns das gerne genauer ansehen. Bitte sende uns eine DM mit deiner Bestellnummer, damit wir das für dich prüfen können. ^AM",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0177,GENERAL_COMPLAINT,When u should have preordered your Xbox one x from @2116 because @115830 stuffed up 🙈,I am very sorry to hear about the frustration regarding your pre-order experience. We would like to look into this for you to see how we can help. Please send us a DM with your order details so we can investigate this further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0160,GENERAL_COMPLAINT,@AmazonHelp No. I don't want generic customer service. The @115817 system is broken. My daughter had nothing to open from us on our birthday. Heartbreaking,I am truly sorry to hear about your daughter’s birthday; I can only imagine how heartbreaking that was for you both. We want to make this right. Please send us a DM with your order details so we can investigate what happened and assist you further. ^AK,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0200,GENERAL_COMPLAINT,"@115850 @AmazonHelp @115851 india is a huge market, but amazingly poor customer support wont help at all.. one of the worst.",I am truly sorry to hear about your frustrating experience. We strive to provide excellent service and I would like to look into this for you. Please send us a DM with more details regarding your concern so we can assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0133,GENERAL_COMPLAINT,"@AmazonHelp Where is the result of LGQ6Appquiz ????😠",We understand your frustration regarding the delay in the quiz results. We are working to finalize these and appreciate your patience. Please stay tuned to the quiz section on our app for the latest updates as they become available. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0205,GENERAL_COMPLAINT,"@115821 isn't exactly sure what happened to the book I ordered about feeling left out. While I'm upset, there is a certain poetry about it.",I am truly sorry to hear about the trouble with your book delivery; I understand how frustrating that experience is. Please send us a DM so we can look into the status of your order and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0234,ORDER_STATUS,・・・午前中指定のAmazon Echoさんがまだ届かない件。・・・どうなってるんじゃろうか。,午前中指定のAmazon Echoが届かず、ご不便をおかけしており申し訳ございません。配送状況を確認いたしますので、お手数ですが詳細をDMにてお知らせいただけますでしょうか。状況を確認し、サポートさせていただきます。^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0123,ORDER_STATUS,@115850 Reported to the team. Still no update. Kindly address,I am very sorry for the delay and the frustration this has caused you. We want to get this resolved as quickly as possible. Please send us a DM with your account details so we can look into the status of your report and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0189,ORDER_STATUS,#hermesUK #hermes I have cancelled my plans and waited in for my delivery. Yet you claim to have attempted to deliver it 20 minutes ago. I have been here waiting you did not try and there is no card. Always terrible service @115830 why do you keep using them??,I am very sorry to hear about the frustration caused by this missed delivery attempt. I understand how disappointing it is to wait at home without success. We would like to look into this for you; please send us a DM so we can investigate further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0029,ORDER_STATUS,"@10265 I have booked few item from @115850 @AmazonHelp 171 2507067 9234757 order id.
Has been refuse to deliver at home.",I am very sorry to hear that your order could not be delivered as expected. I understand how frustrating this is. Please send us a DM with your order number so we can look into this for you and see what happened with the delivery attempt. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0017,ORDER_STATUS,@115850   ordered using fast delivery but still not recieved the order and followed up thrice at call centre please do something.patetic😡,I am very sorry to hear about the delay with your order and the frustration caused by your previous follow-ups. We want to look into this for you immediately. Please send us a DM with your order details so we can investigate the status and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0239,PRIME_SUBSCRIPTION,Embalaje y transporte prime by @115821 https://t.co/d5zvycrYCk,"Lamento mucho ver que tu pedido llegó en mal estado; entiendo perfectamente tu frustración. Queremos revisar esto de inmediato para ofrecerte una solución. Por favor, envíanos un DM con el número de pedido para poder ayudarte directamente. ^AM",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0238,PRIME_SUBSCRIPTION,"Yo @AmazonHelp , könnt ihr mir sagen wo meine #Prime Bestellung bleibt? Sollte am 11.11 kommen ist aber immer noch nicht da !","Es tut mir sehr leid, dass deine Bestellung noch nicht angekommen ist. Ich verstehe, wie frustrierend das Warten ist. Damit wir uns das gemeinsam ansehen können, sende uns bitte eine DM mit deiner Bestellnummer. Wir helfen dir gerne weiter! ^AM",Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0033,PRIME_SUBSCRIPTION,Anyone else experiencing issues with @115821 prime? Several of my orders over the last few weeks have taken more than 2 days for delivery. Why pay for this service?!,I am very sorry to hear about the frustration these delivery delays have caused. This is certainly not the experience we want for our Prime members. Please send us a DM so we can look into your recent orders and assist you further. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0235,PRIME_SUBSCRIPTION,@115850 does #amazonprime mean #slower than the #regular #delivery by any chance !!! #patheticservice #watdhell !!! https://t.co/HX7wB4RQZv,We are very sorry to hear about your frustration regarding the delivery speed. This is certainly not the experience we want for our Prime members. Please send us a DM with your order details so we can look into this for you right away. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
GS_0142,PRIME_SUBSCRIPTION,@115850 I ordered an Amazon echo dot ...so how can I avail my prime membership account??,I understand you're looking to access your Prime membership benefits after your Echo Dot purchase. I'd like to look into this for you. Please send us a DM with your order details so we can investigate the status of your subscription. ^AM,Thanks for reaching out — please send us a DM with your order number so we can look into this for you.
